HHD,PID,Gender,Age,Income,Hhd_income,License,Status,Education,Hhd_size,Residence,WS,ID,Rela
260,433,0,61,12500,186000,1,4,3,2,1168,0,0,1
260,434,0,39,3000,186000,1,2,7,2,1168,Schools,2464,0
261,435,0,61,3000,186000,1,4,3,2,1168,0,0,0
261,436,0,38,12500,186000,1,2,7,2,1168,Firms,548,1
262,437,0,56,3000,186000,1,4,3,2,1168,0,0,1
262,438,0,36,12500,186000,1,2,7,2,1168,Shops,1084,0
263,439,0,57,3000,186000,1,4,3,2,1168,0,0,1
263,440,0,42,12500,186000,1,2,7,2,1168,Firms,855,0
264,441,0,60,12500,186000,1,4,3,2,1,0,0,0
264,442,0,37,3000,186000,1,2,7,2,1,Schools,2465,1
265,443,0,56,3000,186000,1,4,3,2,1,0,0,0
265,444,0,44,12500,186000,1,2,7,2,1,Shops,1298,1
266,445,0,63,3000,186000,1,4,3,2,1,0,0,0
266,446,0,44,12500,186000,1,2,7,2,1,Firms,220,1
267,447,0,60,3000,186000,1,4,3,2,1,0,0,0
267,448,0,40,12500,186000,1,2,7,2,1,Shops,1238,1
268,449,0,58,12500,186000,1,4,3,2,5,0,0,1
268,450,0,39,3000,186000,1,2,7,2,5,Schools,2466,0
269,451,0,55,3000,186000,1,4,3,2,5,0,0,0
269,452,0,44,12500,186000,1,2,7,2,5,Firms,160,1
270,453,0,61,3000,186000,1,4,3,2,5,0,0,1
270,454,0,44,12500,186000,1,2,7,2,5,Firms,905,0
271,455,0,60,3000,186000,1,4,3,2,5,0,0,1
271,456,0,44,12500,186000,1,2,7,2,5,Firms,599,0
272,457,0,59,3000,186000,1,4,3,2,5,0,0,1
272,458,0,40,12500,186000,1,2,7,2,5,Firms,696,0
273,459,0,55,3000,186000,1,4,3,2,5,0,0,1
273,460,0,40,12500,186000,1,2,7,2,5,Schools,2488,0
274,461,0,62,3000,186000,1,4,3,2,1269,0,0,0
274,462,0,35,12500,186000,1,2,7,2,1269,Firms,350,1
275,463,0,62,3000,186000,1,4,3,2,772,0,0,0
275,464,0,44,12500,186000,1,2,7,2,772,Firms,165,1
276,465,0,58,12500,186000,1,4,3,2,14,0,0,1
276,466,0,44,3000,186000,1,2,7,2,14,Schools,2467,0
277,467,0,61,3000,186000,1,4,3,2,14,0,0,1
277,468,0,43,12500,186000,1,2,7,2,14,Firms,104,0
278,469,0,58,3000,186000,1,4,3,2,14,0,0,1
278,470,0,44,12500,186000,1,2,7,2,14,Shops,1696,0
279,471,0,63,12500,186000,1,4,3,2,687,0,0,1
279,472,0,38,3000,186000,1,2,7,2,687,Schools,2468,0
280,473,0,55,3000,186000,1,4,3,2,53,0,0,1
280,474,0,36,12500,186000,1,2,7,2,53,Firms,116,0
281,475,0,56,3000,186000,1,4,3,2,53,0,0,1
281,476,0,38,12500,186000,1,2,7,2,53,Shops,1108,0
282,477,0,59,12500,186000,1,4,3,2,1952,0,0,0
282,478,0,42,3000,186000,1,2,7,2,1952,Schools,2469,1
283,479,0,58,3000,186000,1,4,3,2,935,0,0,0
283,480,0,39,12500,186000,1,2,7,2,935,Firms,874,1
284,481,0,64,3000,186000,1,4,3,2,935,0,0,1
284,482,0,44,12500,186000,1,2,7,2,935,Firms,547,0
285,483,0,63,3000,186000,1,4,3,2,935,0,0,1
285,484,0,36,12500,186000,1,2,7,2,935,Firms,20,0
286,485,0,58,3000,186000,1,4,3,2,935,0,0,0
286,486,0,43,12500,186000,1,2,7,2,935,Firms,937,1
287,487,0,63,3000,186000,1,4,3,2,935,0,0,1
287,488,0,37,12500,186000,1,2,7,2,935,Firms,363,0
288,489,0,55,3000,186000,1,4,3,2,1500,0,0,0
288,490,0,42,12500,186000,1,2,7,2,1500,Shops,1593,1
289,491,0,60,3000,186000,1,4,3,2,1500,0,0,1
289,492,0,35,12500,186000,1,2,7,2,1500,Shops,1751,0
290,493,0,57,12500,186000,1,4,3,2,1500,0,0,0
290,494,0,38,3000,186000,1,2,7,2,1500,Schools,2470,1
291,495,0,56,12500,186000,1,4,3,2,1500,0,0,0
291,496,0,36,3000,186000,1,2,7,2,1500,Schools,2471,1
292,497,0,64,3000,186000,1,4,3,2,22,0,0,1
292,498,0,40,12500,186000,1,2,7,2,22,Firms,517,0
293,499,0,64,3000,186000,1,4,3,2,22,0,0,0
293,500,0,35,12500,186000,1,2,7,2,22,Shops,1952,1
294,501,0,58,3000,186000,1,4,3,2,22,0,0,0
294,502,0,40,12500,186000,1,2,7,2,22,Shops,1551,1
295,503,0,56,12500,186000,1,4,3,2,22,0,0,0
295,504,0,39,3000,186000,1,2,7,2,22,Schools,2472,1
296,505,1,31,7000,84000,1,2,7,1,687,Firms,186,1
297,506,1,30,7000,84000,1,2,7,1,746,Firms,187,1
298,507,1,29,7000,84000,1,2,7,1,1952,Firms,188,1
299,508,1,34,7000,84000,1,2,7,1,89,Firms,189,1
300,509,1,28,7000,84000,1,2,7,1,140,Firms,190,1
301,510,1,28,7000,84000,1,2,7,1,515,Firms,191,1
302,511,1,33,7000,84000,1,2,7,1,538,Firms,192,1
303,512,1,25,7000,84000,1,2,7,1,216,Firms,193,1
304,513,1,27,7000,84000,1,2,7,1,164,Firms,194,1
305,514,0,12,0,0,0,1,3,1,10,Schools,2251,1
306,515,0,27,0,0,1,1,10,1,1403,Schools,2490,1
307,516,0,25,0,0,1,1,10,1,1864,Schools,2490,1
308,517,0,17,0,0,0,1,5,1,1681,Schools,2485,1
309,518,0,28,0,0,1,1,10,1,1168,Schools,2490,1
310,519,0,26,0,0,1,1,10,1,1681,Schools,2490,1
311,520,0,28,0,0,1,1,10,1,1387,Schools,2490,1
312,521,0,1,0,0,0,1,0,1,925,0,0,1
313,522,0,1,0,0,0,1,0,1,1422,0,0,1
314,523,0,4,0,0,0,1,1,1,1131,Schools,2476,1
315,524,0,8,0,0,0,1,2,1,476,Schools,2482,1
316,525,1,28,7000,84000,1,2,7,1,201,Firms,206,1
317,526,1,27,7000,84000,1,2,7,1,100,Firms,207,1
318,527,1,31,7000,84000,1,2,7,1,304,Firms,208,1
319,528,1,25,7000,84000,1,2,7,1,1464,Firms,209,1
320,529,1,28,7000,84000,1,2,7,1,925,Firms,210,1
321,530,1,33,7000,84000,1,2,7,1,1673,Firms,211,1
322,531,1,33,7000,84000,1,2,7,1,1168,Firms,212,1
323,532,1,30,7000,84000,1,2,7,1,772,Firms,213,1
324,533,1,14,0,0,0,1,3,1,57,Schools,2479,1
325,534,1,16,0,0,0,1,5,1,856,Schools,2485,1
326,535,1,17,0,0,0,1,5,1,935,Schools,2485,1
327,536,1,15,0,0,0,1,5,1,1168,Schools,2485,1
328,537,1,4,0,0,0,1,1,1,307,Schools,2455,1
329,538,1,0,0,0,0,1,0,1,196,0,0,1
330,539,1,10,0,0,0,1,2,1,1047,Schools,2074,1
331,540,1,11,0,0,0,1,2,1,68,Schools,2074,1
332,541,1,11,0,0,0,1,2,1,490,Schools,2074,1
333,542,1,3,0,0,0,1,1,1,449,Schools,2455,1
334,543,1,0,0,0,0,1,0,1,12,0,0,1
335,544,1,32,7000,84000,1,2,7,1,1926,Firms,225,1
336,545,1,33,7000,84000,1,2,7,1,18,Firms,226,1
337,546,1,27,7000,84000,1,2,7,1,1387,Firms,227,1
338,547,1,27,7000,84000,1,2,7,1,248,Firms,228,1
339,548,1,27,7000,84000,1,2,7,1,1681,Firms,229,1
340,549,1,32,7000,84000,1,2,7,1,155,Firms,230,1
341,550,1,27,7000,84000,1,2,7,1,1919,Firms,231,1
342,551,1,28,7000,84000,1,2,7,1,1140,Firms,232,1
343,552,1,34,7000,84000,1,2,7,1,24,Firms,233,1
344,553,1,33,7000,84000,1,2,7,1,425,Firms,234,1
345,554,1,30,7000,84000,1,2,7,1,925,Firms,235,1
346,555,1,32,9000,108000,1,2,7,1,225,Firms,236,1
347,556,1,27,9000,108000,1,2,7,1,747,Firms,237,1
348,557,1,28,9000,108000,1,2,7,1,864,Firms,238,1
349,558,1,25,9000,108000,1,2,7,1,407,Firms,239,1
350,559,1,25,9000,108000,1,2,7,1,10,Firms,240,1
351,560,1,34,9000,108000,1,2,7,1,1633,Firms,241,1
352,561,1,26,9000,108000,1,2,7,1,378,Firms,242,1
353,562,1,31,9000,108000,1,2,7,1,45,Firms,243,1
354,563,1,29,9000,108000,1,2,7,1,53,Firms,244,1
355,564,1,29,40079,480946,1,2,7,1,337,Firms,245,1
356,565,1,25,40079,480946,1,2,7,1,1078,Firms,246,1
357,566,1,28,40079,480946,1,2,7,1,89,Firms,247,1
358,567,1,30,40079,480946,1,2,7,1,935,Firms,248,1
359,568,1,27,12500,150000,1,2,7,1,705,Firms,249,1
360,569,1,31,12500,150000,1,2,7,1,133,Firms,250,1
361,570,1,31,12500,150000,1,2,7,1,1359,Firms,251,1
362,571,1,31,12500,150000,1,2,7,1,746,Firms,252,1
363,572,1,31,12500,150000,1,2,7,1,514,Firms,253,1
364,573,1,32,12500,150000,1,2,7,1,54,Firms,254,1
365,574,1,26,12500,150000,1,2,7,1,1012,Firms,255,1
366,575,1,29,12500,150000,1,2,7,1,125,Firms,256,1
367,576,1,28,12500,150000,1,2,7,1,243,Firms,257,1
368,577,1,26,12500,150000,1,2,7,1,373,Firms,258,1
369,578,1,25,12500,150000,1,2,7,1,94,Firms,259,1
370,579,1,32,12500,150000,1,2,7,1,1952,Firms,260,1
371,580,1,27,12500,150000,1,2,7,1,15,Firms,261,1
372,581,1,33,12500,150000,1,2,7,1,1078,Firms,262,1
373,582,1,31,12500,150000,1,2,7,1,196,Firms,263,1
374,583,1,26,12500,150000,1,2,7,1,55,Firms,264,1
375,584,1,30,12500,150000,1,2,7,1,100,Firms,265,1
376,585,1,28,0,284298,1,3,3,5,507,0,0,0
376,586,1,18,23692,284298,1,2,7,5,507,Schools,2028,0
376,587,1,8,0,284298,0,1,2,5,507,Schools,2106,0
376,588,1,24,0,284298,0,1,9,5,507,Schools,2329,0
376,589,1,22,0,284298,1,1,9,5,507,Schools,2331,1
377,590,1,34,0,245369,1,3,3,5,4,0,0,1
377,591,1,22,20447,245369,1,2,7,5,4,Schools,2029,0
377,592,1,8,0,245369,0,1,2,5,4,Schools,2116,0
377,593,1,11,0,245369,0,1,2,5,4,Schools,2117,0
377,594,1,12,0,245369,0,1,3,5,4,Schools,2182,0
378,595,1,26,0,84000,1,3,3,5,499,0,0,1
378,596,1,24,7000,84000,1,2,7,5,499,Schools,2030,0
378,597,1,8,0,84000,0,1,2,5,499,Schools,2112,0
378,598,1,8,0,84000,0,1,2,5,499,Schools,2112,0
378,599,1,8,0,84000,0,1,2,5,499,Schools,2116,0
379,600,1,26,0,281826,1,3,3,5,1634,0,0,0
379,601,1,23,23486,281826,1,2,7,5,1634,Schools,2031,1
379,602,1,9,0,281826,0,1,2,5,1634,Schools,2074,0
379,603,1,8,0,281826,0,1,2,5,1634,Schools,2107,0
379,604,1,14,0,281826,0,1,3,5,1634,Schools,2241,0
380,605,1,26,0,79160,1,3,3,5,11,0,0,0
380,606,1,21,6597,79160,1,2,7,5,11,Schools,2032,1
380,607,1,6,0,79160,0,1,2,5,11,Schools,2082,0
380,608,1,8,0,79160,0,1,2,5,11,Schools,2085,0
380,609,1,14,0,79160,0,1,3,5,11,Schools,2242,0
381,610,1,33,0,117336,1,3,3,5,12,0,0,1
381,611,1,24,9778,117336,1,2,7,5,12,Schools,2033,0
381,612,1,6,0,117336,0,1,2,5,12,Schools,2072,0
381,613,1,24,0,117336,0,1,9,5,12,Schools,2341,0
381,614,1,25,0,117336,0,1,10,5,12,Schools,2488,0
382,615,1,31,0,84000,1,3,3,5,18,0,0,0
382,616,1,20,7000,84000,1,2,7,5,18,Firms,327,1
382,617,1,9,0,84000,0,1,2,5,18,Schools,2113,0
382,618,1,6,0,84000,0,1,2,5,18,Schools,2482,0
382,619,1,16,0,84000,0,1,5,5,18,Schools,2429,0
383,620,1,25,0,84000,1,3,3,5,834,0,0,0
383,621,1,24,7000,84000,1,2,7,5,834,Schools,2034,1
383,622,1,11,0,84000,0,1,2,5,834,Schools,2113,0
383,623,1,6,0,84000,0,1,2,5,834,Schools,2478,0
383,624,1,16,0,84000,0,1,5,5,834,Schools,2429,0
384,625,1,27,0,84000,1,3,3,5,1168,0,0,0
384,626,1,23,7000,84000,1,2,7,5,1168,Firms,937,0
384,627,1,12,0,84000,0,1,3,5,1168,Schools,2228,0
384,628,1,13,0,84000,0,1,3,5,1168,Schools,2237,0
384,629,1,20,0,84000,0,1,7,5,1168,Schools,2266,1
385,630,1,34,0,84000,1,3,3,5,24,0,0,0
385,631,1,18,7000,84000,1,2,7,5,24,Firms,850,0
385,632,1,6,0,84000,0,1,2,5,24,Schools,2116,0
385,633,1,8,0,84000,0,1,2,5,24,Schools,2120,0
385,634,1,23,0,84000,0,1,9,5,24,Schools,2363,1
386,635,1,30,0,298206,1,3,3,5,161,0,0,0
386,636,1,19,24851,298206,1,2,7,5,161,Schools,2035,1
386,637,1,7,0,298206,0,1,2,5,161,Schools,2080,0
386,638,1,20,0,298206,0,1,7,5,161,Schools,2298,0
386,639,1,27,0,298206,0,1,10,5,161,Schools,2487,0
387,640,1,28,0,208572,1,3,3,5,32,0,0,1
387,641,1,24,17381,208572,1,2,7,5,32,Schools,2036,0
387,642,1,11,0,208572,0,1,2,5,32,Schools,2078,0
387,643,1,13,0,208572,0,1,3,5,32,Schools,2242,0
387,644,1,17,0,208572,0,1,5,5,32,Schools,2419,0
388,645,1,29,0,84000,1,3,3,5,35,0,0,0
388,646,1,21,7000,84000,1,2,7,5,35,Firms,357,1
388,647,1,10,0,84000,0,1,2,5,35,Schools,2080,0
388,648,1,9,0,84000,0,1,2,5,35,Schools,2097,0
388,649,1,22,0,84000,0,1,9,5,35,Schools,2364,0
389,650,1,28,17500,210000,1,2,7,1,378,Firms,266,1
390,651,1,31,17500,210000,1,2,7,1,1871,Firms,267,1
391,652,1,28,17500,210000,1,2,7,1,1422,Firms,268,1
392,653,1,30,17500,210000,1,2,7,1,118,Firms,269,1
393,654,1,30,17500,210000,1,2,7,1,37,Firms,270,1
394,655,1,25,17500,210000,1,2,7,1,337,Firms,271,1
395,656,1,28,17500,210000,1,2,7,1,1920,Firms,272,1
396,657,1,34,17500,210000,1,2,7,1,22,Firms,273,1
397,658,1,33,17500,210000,1,2,7,1,378,Firms,274,1
398,659,1,30,17500,210000,1,2,7,1,157,Firms,275,1
399,660,1,28,17500,210000,1,2,7,1,1189,Firms,276,1
400,661,1,28,9000,108000,1,2,7,1,1871,Firms,277,1
401,662,1,31,9000,108000,1,2,7,1,5,Firms,278,1
402,663,1,25,9000,108000,1,2,7,1,55,Firms,279,1
403,664,1,28,9000,108000,1,2,7,1,274,Firms,280,1
404,665,1,25,9000,108000,1,2,7,1,746,Firms,281,1
405,666,1,30,9000,108000,1,2,7,1,1153,Firms,282,1
406,667,1,25,9000,108000,1,2,7,1,835,Firms,283,1
407,668,1,33,9000,108000,1,2,7,1,494,Firms,284,1
408,669,1,28,9000,108000,1,2,7,1,55,Firms,285,1
409,670,1,25,9000,108000,1,2,7,1,994,Schools,2485,1
410,671,1,28,9000,108000,1,2,7,1,1422,Firms,287,1
411,672,1,31,9000,108000,1,2,7,1,401,Firms,288,1
412,673,1,29,9000,108000,1,2,7,1,30,Firms,289,1
413,674,1,31,9000,108000,1,2,7,1,1573,Firms,290,1
414,675,1,22,5250,171000,1,2,4,3,544,Firms,644,1
414,676,1,27,9000,171000,1,2,7,3,544,Firms,426,0
414,677,1,17,0,171000,0,1,5,3,544,Schools,2428,0
415,678,1,19,9000,204139,1,2,4,3,10,Shops,1939,0
415,679,1,27,8012,204139,1,2,7,3,10,Schools,2037,1
415,680,1,16,0,204139,0,1,5,3,10,Schools,2423,0
416,681,1,22,24185,398222,1,2,4,3,772,Schools,2038,1
416,682,1,26,9000,398222,1,2,7,3,772,Firms,908,0
416,683,1,16,0,398222,0,1,5,3,772,Schools,2440,0
417,684,1,18,17625,319498,1,2,4,3,772,Schools,2039,0
417,685,1,26,9000,319498,1,2,7,3,772,Firms,411,1
417,686,1,17,0,319498,0,1,5,3,772,Schools,2441,0
418,687,1,22,9000,350772,1,2,4,3,772,Shops,1939,0
418,688,1,31,20231,350772,1,2,7,3,772,Schools,2040,1
418,689,1,17,0,350772,0,1,5,3,772,Schools,2442,0
419,690,1,23,5250,171000,1,2,4,3,80,Firms,594,1
419,691,1,30,9000,171000,1,2,7,3,80,Firms,540,0
419,692,1,15,0,171000,0,1,5,3,80,Schools,2428,0
420,693,1,21,15078,243934,1,2,4,3,80,Schools,2041,0
420,694,1,28,5250,243934,1,2,7,3,80,Shops,1405,0
420,695,1,19,0,243934,0,1,7,3,80,Schools,2273,1
421,696,1,20,9000,171000,1,2,4,3,82,Schools,2042,0
421,697,1,33,5250,171000,1,2,7,3,82,Shops,1499,1
421,698,1,14,0,171000,0,1,3,3,82,Schools,2196,0
422,699,1,24,9000,171000,1,2,4,3,82,Firms,705,0
422,700,1,25,5250,171000,1,2,7,3,82,Firms,334,1
422,701,1,19,0,171000,0,1,7,3,82,Schools,2280,0
423,702,1,18,21518,366211,1,2,4,3,85,Schools,2043,0
423,703,1,31,9000,366211,1,2,7,3,85,Firms,118,1
423,704,1,13,0,366211,0,1,3,3,85,Schools,2135,0
424,705,1,23,23627,391528,1,2,4,3,85,Schools,2044,0
424,706,1,32,9000,391528,1,2,7,3,85,Firms,638,1
424,707,1,24,0,391528,0,1,9,3,85,Schools,2360,0
425,708,1,21,11407,244884,1,2,4,3,86,Schools,2045,0
425,709,1,31,9000,244884,1,2,7,3,86,Firms,589,1
425,710,1,14,0,244884,0,1,3,3,86,Schools,2136,0
426,711,1,21,5250,247061,1,2,4,3,1256,Firms,619,0
426,712,1,30,15338,247061,1,2,7,3,1256,Schools,2046,1
426,713,1,6,0,247061,0,1,2,3,1256,Schools,1976,0
427,714,1,21,9000,376711,1,2,4,3,1044,Firms,375,0
427,715,1,28,22393,376711,1,2,7,3,1044,Schools,2047,0
427,716,1,20,0,376711,0,1,7,3,1044,Schools,2273,1
428,717,1,19,5250,171000,1,2,4,3,1044,Firms,536,0
428,718,1,33,9000,171000,1,2,7,3,1044,Firms,10,1
428,719,1,18,0,171000,0,1,7,3,1044,Schools,2281,0
429,720,1,24,9000,293167,1,2,4,3,88,Shops,1427,1
429,721,1,31,15431,293167,1,2,7,3,88,Schools,2048,0
429,722,1,16,0,293167,0,1,5,3,88,Schools,2425,0
430,723,1,20,5250,240141,1,2,4,3,88,Firms,854,0
430,724,1,28,14762,240141,1,2,7,3,88,Schools,2049,1
430,725,1,21,0,240141,0,1,7,3,88,Schools,2274,0
431,726,1,21,9000,171000,1,2,4,3,89,Firms,751,0
431,727,1,32,5250,171000,1,2,7,3,89,Firms,722,1
431,728,1,14,0,171000,0,1,3,3,89,Schools,2246,0
432,729,1,20,5250,160394,1,2,4,3,89,Firms,247,0
432,730,1,30,8116,160394,1,2,7,3,89,Schools,2050,0
432,731,1,23,0,160394,0,1,9,3,89,Schools,2360,1
433,732,1,21,22147,328760,1,2,4,3,90,Schools,2051,0
433,733,1,31,5250,328760,1,2,7,3,90,Shops,1827,1
433,734,1,16,0,328760,0,1,5,3,90,Schools,2443,0
434,735,1,20,5250,171000,1,2,4,3,90,Firms,814,0
434,736,1,28,9000,171000,1,2,7,3,90,Firms,796,1
434,737,1,10,0,171000,0,1,2,3,90,Schools,2094,0
435,738,1,21,5250,225106,1,2,4,3,92,Firms,252,1
435,739,1,30,13509,225106,1,2,7,3,92,Schools,2052,0
435,740,1,7,0,225106,0,1,2,3,92,Schools,1977,0
436,741,1,22,5250,171000,1,2,4,3,92,Firms,897,1
436,742,1,27,9000,171000,1,2,7,3,92,Firms,509,0
436,743,1,11,0,171000,0,1,2,3,92,Schools,2481,0
437,744,1,22,9000,346137,1,2,4,3,801,Shops,1903,0
437,745,1,26,19845,346137,1,2,7,3,801,Schools,2053,1
437,746,1,22,0,346137,1,1,9,3,801,Schools,2360,0
438,747,1,19,5250,171000,1,2,4,3,1577,Firms,50,1
438,748,1,31,9000,171000,1,2,7,3,1577,Firms,820,0
438,749,1,12,0,171000,0,1,3,3,1577,Schools,2212,0
439,750,1,23,5250,171000,1,2,4,3,105,Firms,371,1
439,751,1,34,9000,171000,1,2,7,3,105,Firms,291,0
439,752,1,18,0,171000,0,1,7,3,105,Schools,2282,0
440,753,1,19,5250,171000,1,2,4,3,984,Firms,195,1
440,754,1,32,9000,171000,1,2,7,3,984,Firms,777,0
440,755,1,15,0,171000,0,1,5,3,984,Schools,2426,0
441,756,1,18,15592,250100,1,2,4,3,984,Schools,2054,0
441,757,1,27,5250,250100,1,2,7,3,984,Shops,1785,0
441,758,1,20,0,250100,0,1,7,3,984,Schools,2274,1
442,759,1,24,13891,274688,1,2,4,3,108,Schools,2055,0
442,760,1,27,9000,274688,1,2,7,3,108,Firms,430,1
442,761,1,24,0,274688,0,1,9,3,108,Schools,2361,0
443,762,1,22,5250,164400,1,2,4,3,108,Firms,401,1
443,763,1,26,8450,164400,1,2,7,3,108,Schools,2056,0
443,764,1,14,0,164400,0,1,3,3,108,Schools,2250,0
444,765,1,0,0,228550,0,1,0,3,108,0,0,0
444,766,1,24,13796,228550,1,2,4,3,108,Schools,2057,1
444,767,1,28,5250,228550,1,2,7,3,108,Shops,1781,0
445,768,1,20,13833,229001,1,2,4,3,1864,Schools,2058,0
445,769,1,29,5250,229001,1,2,7,3,1864,Shops,1828,0
445,770,1,20,0,229001,0,1,7,3,1864,Schools,2275,1
446,771,1,23,5250,171000,1,2,4,3,188,Schools,2059,0
446,772,1,34,9000,171000,1,2,7,3,188,Firms,150,1
446,773,1,17,0,171000,0,1,5,3,188,Schools,2430,0
447,774,1,20,9000,281044,1,2,4,3,133,Schools,2483,1
447,775,1,33,14420,281044,1,2,7,3,133,Schools,2060,0
447,776,1,23,0,281044,0,1,9,3,133,Schools,2334,0
448,777,1,19,16812,264739,1,2,4,3,133,Schools,2061,0
448,778,1,34,5250,264739,1,2,7,3,133,Shops,1746,1
448,779,1,5,0,264739,0,1,1,3,133,Schools,2461,0
449,780,1,22,9000,349142,1,2,4,3,118,Shops,1900,1
449,781,1,27,20095,349142,1,2,7,3,118,Schools,2062,0
449,782,1,16,0,349142,0,1,5,3,118,Schools,2421,0
450,783,1,24,5250,171000,1,2,4,3,118,Firms,542,0
450,784,1,28,9000,171000,1,2,7,3,118,Firms,269,1
450,785,1,14,0,171000,0,1,3,3,118,Schools,2148,0
451,786,1,23,5250,208297,1,2,4,3,119,Firms,730,0
451,787,1,26,12108,208297,1,2,7,3,119,Schools,2063,1
451,788,1,14,0,208297,0,1,3,3,119,Schools,2137,0
452,789,1,21,23893,349712,1,2,4,3,119,Schools,2065,1
452,790,1,29,5250,349712,1,2,7,3,119,Schools,2064,0
452,791,1,14,0,349712,0,1,3,3,119,Schools,2250,0
453,792,1,19,9000,393057,1,2,4,3,1050,Shops,1529,1
453,793,1,27,23755,393057,1,2,7,3,1050,Schools,2066,0
453,794,1,15,0,393057,0,1,5,3,1050,Schools,2426,0
454,795,1,18,20842,358100,1,2,4,3,121,Schools,2067,1
454,796,1,28,9000,358100,1,2,7,3,121,Firms,421,0
454,797,1,15,0,358100,0,1,5,3,121,Schools,2444,0
455,798,1,23,9000,171000,1,2,4,3,121,Firms,719,0
455,799,1,33,5250,171000,1,2,7,3,121,Schools,2125,1
455,800,1,17,0,171000,0,1,5,3,121,Schools,2429,0
456,801,1,23,13073,264870,1,2,4,3,122,Schools,2126,0
456,802,1,33,9000,264870,1,2,7,3,122,Firms,114,1
456,803,1,11,0,264870,0,1,2,3,122,Schools,1977,0
457,804,1,19,5250,184677,1,2,4,3,122,Shops,1394,1
457,805,1,33,10140,184677,1,2,7,3,122,Schools,2127,0
457,806,1,15,0,184677,0,1,5,3,122,Schools,2445,0
458,807,1,18,5250,171000,1,2,4,3,122,Firms,809,0
458,808,1,26,9000,171000,1,2,7,3,122,Schools,2128,1
458,809,1,9,0,171000,0,1,2,3,122,Schools,2090,0
459,810,1,20,5250,359801,1,2,4,3,1577,Firms,50,0
459,811,1,34,24733,359801,1,2,7,3,1577,Schools,2129,1
459,812,1,20,0,359801,0,1,7,3,1577,Schools,2321,0
460,813,1,1,0,171000,0,1,0,3,124,0,0,0
460,814,1,22,9000,171000,1,2,4,3,124,Schools,2130,1
460,815,1,32,5250,171000,1,2,7,3,124,Shops,1788,0
461,816,1,22,8775,213301,1,2,4,3,124,Schools,2131,0
461,817,1,29,9000,213301,1,2,7,3,124,Schools,2132,1
461,818,1,9,0,213301,0,1,2,3,124,Schools,2097,0
462,819,1,18,9000,264753,1,2,4,3,124,Shops,1615,1
462,820,1,28,13063,264753,1,2,7,3,124,Schools,2133,0
462,821,1,16,0,264753,0,1,5,3,124,Schools,2446,0
463,822,1,18,23570,390834,1,2,4,3,125,Schools,2134,0
463,823,1,32,9000,390834,1,2,7,3,125,Firms,256,1
463,824,1,16,0,390834,0,1,5,3,125,Schools,2447,0
464,825,1,22,8081,204977,1,2,4,3,378,Schools,2135,1
464,826,1,30,9000,204977,1,2,7,3,378,Firms,54,0
464,827,1,22,0,204977,0,1,9,3,378,Schools,2361,0
465,828,1,23,9000,207568,1,2,4,3,1950,Firms,44,1
465,829,1,33,8297,207568,1,2,7,3,1950,Schools,2136,0
465,830,1,9,0,207568,0,1,2,3,1950,Schools,1978,0
466,831,1,19,5250,171000,1,2,4,3,128,Schools,2137,1
466,832,1,34,9000,171000,1,2,7,3,128,Firms,105,0
466,833,1,17,0,171000,0,1,5,3,128,Schools,2429,0
467,834,1,23,9000,171000,1,2,4,3,128,Firms,72,1
467,835,1,30,5250,171000,1,2,7,3,128,Firms,922,0
467,836,1,12,0,171000,0,1,3,3,128,Schools,2223,0
468,837,1,20,18579,330953,1,2,4,3,128,Schools,2138,0
468,838,1,27,9000,330953,1,2,7,3,128,Firms,833,1
468,839,1,11,0,330953,0,1,2,3,128,Schools,1979,0
469,840,1,19,13073,264881,1,2,4,3,499,Schools,2139,0
469,841,1,32,9000,264881,1,2,7,3,499,Firms,495,1
469,842,1,10,0,264881,0,1,2,3,499,Schools,2086,0
470,843,1,23,9000,171000,1,2,4,3,425,Firms,692,1
470,844,1,25,5250,171000,1,2,7,3,425,Firms,125,0
470,845,1,14,0,171000,0,1,3,3,425,Schools,2133,0
471,846,1,0,0,362119,0,1,0,3,425,0,0,0
471,847,1,18,21177,362119,1,2,4,3,425,Schools,2140,0
471,848,1,29,9000,362119,1,2,7,3,425,Firms,755,1
472,849,1,21,17358,316301,1,2,4,3,141,Schools,2141,1
472,850,1,26,9000,316301,1,2,7,3,141,Firms,727,0
472,851,1,6,0,316301,0,1,2,3,141,Schools,1980,0
473,852,1,21,9000,397738,1,2,4,3,772,Shops,1079,0
473,853,1,33,24145,397738,1,2,7,3,772,Schools,2142,1
473,854,1,13,0,397738,0,1,3,3,772,Schools,2223,0
474,855,1,21,9000,252590,1,2,4,3,759,Shops,1961,0
474,856,1,34,12049,252590,1,2,7,3,759,Schools,2143,1
474,857,1,18,0,252590,0,1,7,3,759,Schools,2275,0
475,858,1,24,5250,309823,1,2,4,3,759,Firms,63,1
475,859,1,27,20569,309823,1,2,7,3,759,Schools,2144,0
475,860,1,10,0,309823,0,1,2,3,759,Schools,1980,0
476,861,1,22,5250,171000,1,2,4,3,152,Firms,238,1
476,862,1,25,9000,171000,1,2,7,3,152,Firms,555,0
476,863,1,15,0,171000,0,1,5,3,152,Schools,2485,0
477,864,1,20,9000,171000,1,2,4,3,155,Firms,211,1
477,865,1,33,5250,171000,1,2,7,3,155,Schools,2145,0
477,866,1,21,0,171000,1,1,7,3,155,Schools,2317,0
