hhd,pid,age_group,gender,age,income,hhd_income,education_level,status,number,license,cv,bev,phev,buybev,buyphev,buycv,fri,adv,nei,old-pid,OLD-hid,Number1,Long,Lat,S11,S11L,S12,S12L,S13,S13L,S21,S21L,S22,S22L,S23,S23L,L11,L11L,L12,L12L,L13,L13L,L21,L21L,L22,L22L,L23,L23L
43,127,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9367327,22.50231231,2,1,2,3,3,2,1,3,1,1,0,0,3,3,1,3,3,1,0,0,0,0,0,0
43,128,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9113472,22.53336493,5,1,0,0,0,0,2,1,2,1,0,0,1,2,3,1,4,1,0,0,0,0,0,0
43,129,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0885324,22.5406077,1,3,5,3,2,2,2,2,2,3,2,3,0,0,0,0,0,0,2,3,0,0,0,0
44,130,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0824115,22.5387521,5,1,4,1,2,1,1,2,0,0,0,0,4,3,2,2,4,1,2,2,2,2,2,3
44,131,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0403313,22.51237193,0,0,0,0,0,0,2,1,1,1,0,0,3,2,0,0,3,3,2,3,0,0,0,0
44,132,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.013636,22.54014443,1,2,1,3,1,2,2,3,1,2,2,1,3,3,5,2,0,0,0,0,0,0,0,0
45,133,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0018929,22.53809848,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,3,1,1,2,2,2,2,2
45,134,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0609475,22.56083134,2,3,0,0,0,0,2,1,2,3,0,0,3,1,4,3,2,1,1,2,1,3,1,3
45,135,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0531883,22.56284048,1,3,0,0,0,0,2,2,2,3,0,0,4,2,5,2,0,0,0,0,0,0,0,0
46,136,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0476635,22.57049274,1,2,3,1,1,2,2,3,0,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0
46,137,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0571629,22.61951878,4,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0
47,138,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1020086,22.55168613,5,2,1,1,5,3,1,2,1,2,2,2,2,2,4,3,2,1,0,0,0,0,0,0
47,139,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0888063,22.55399438,0,0,0,0,0,0,2,2,0,0,0,0,4,3,2,3,3,1,2,3,2,3,1,2
48,140,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1180468,22.54206211,2,1,2,3,3,1,1,2,2,2,1,3,5,3,3,2,4,3,2,1,1,2,1,2
48,141,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1157602,22.56400417,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,142,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1222791,22.57617283,1,2,3,1,2,3,2,3,1,1,1,3,3,3,0,0,5,2,1,1,2,3,1,3
49,143,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0894393,22.56290656,3,1,3,3,0,0,2,3,0,0,0,0,2,1,3,3,5,1,1,2,0,0,0,0
50,144,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1401384,22.61120062,4,1,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,3
50,145,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1197687,22.62633015,2,1,3,3,0,0,1,2,2,3,0,0,1,3,1,1,5,1,2,3,2,1,2,3
51,146,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.126973,22.69419729,1,3,4,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0
51,147,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0199251,22.63042303,1,1,1,3,4,3,0,0,0,0,0,0,3,1,2,2,1,3,2,3,0,0,0,0
52,148,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0188888,22.64670022,1,1,4,2,1,2,2,3,2,1,0,0,3,1,0,0,4,2,0,0,0,0,0,0
52,149,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.037148,22.62550439,3,3,5,1,2,3,0,0,0,0,0,0,3,2,4,2,5,2,1,1,0,0,0,0
53,150,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0709623,22.62817986,2,3,4,2,2,3,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0
53,151,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0317398,22.64655164,2,3,1,1,1,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,152,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0128285,22.67028172,1,1,4,2,0,0,2,2,1,1,1,2,4,2,3,3,2,2,1,2,1,3,2,2
54,153,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2361798,22.71058806,2,3,3,3,1,3,0,0,0,0,0,0,5,3,5,1,0,0,1,1,2,2,2,2
55,154,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2430976,22.71410947,4,1,3,1,0,0,2,2,1,3,1,1,4,3,5,3,1,2,2,1,2,2,0,0
55,155,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2456781,22.71207494,0,0,0,0,0,0,2,1,1,3,1,1,4,3,4,1,5,3,2,2,2,1,1,3
56,156,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2582854,22.72174494,4,1,1,2,1,1,1,1,1,1,1,2,5,3,0,0,0,0,2,2,2,3,1,2
56,157,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2259198,22.73338826,1,1,1,2,2,1,1,1,2,3,2,3,3,1,1,1,2,3,1,2,1,3,1,3
57,158,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.3755009,22.74798083,4,3,2,3,2,3,1,2,0,0,0,0,2,3,3,3,5,2,1,2,0,0,0,0
57,159,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9004707,22.55732774,4,3,0,0,0,0,0,0,0,0,0,0,5,2,2,3,2,1,1,1,1,2,0,0
58,160,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8874661,22.57012128,5,3,5,1,2,1,0,0,0,0,0,0,3,2,5,2,4,1,2,2,2,1,2,3
58,161,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.896645,22.5725377,4,3,5,3,3,1,1,3,2,3,2,3,3,2,5,2,5,1,1,3,0,0,0,0
59,162,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8967133,22.57856619,5,3,0,0,0,0,0,0,0,0,0,0,1,2,5,2,5,3,2,1,1,2,2,3
59,163,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8852966,22.57312598,4,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,1,3,1,2,0,0
60,164,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8777096,22.57949476,5,1,1,1,5,2,0,0,0,0,0,0,1,2,5,1,4,3,1,1,1,1,0,0
60,165,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8549526,22.57981904,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,2,0,0,0,0,0,0
61,166,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9026307,22.55983145,5,2,3,2,4,1,2,3,0,0,0,0,5,1,4,3,1,1,0,0,0,0,0,0
61,167,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8644714,22.58631445,4,2,2,2,0,0,0,0,0,0,0,0,4,1,5,3,2,3,1,2,2,2,1,3
62,168,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8573147,22.59211009,5,1,4,2,3,1,1,1,0,0,0,0,5,2,2,2,2,2,0,0,0,0,0,0
62,169,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9232541,22.64493931,5,3,2,2,0,0,2,1,1,3,1,2,0,0,0,0,0,0,1,2,1,1,2,3
63,170,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9274145,22.68508078,2,2,3,3,5,3,0,0,0,0,0,0,4,3,0,0,4,3,2,2,1,2,2,3
63,171,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8294674,22.6924751,1,3,1,1,2,2,1,1,0,0,0,0,2,3,0,0,5,1,1,1,1,1,2,3
64,172,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8401454,22.70575501,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,173,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.7862812,22.71663779,1,3,5,1,2,2,1,3,2,3,0,0,5,1,0,0,2,2,0,0,0,0,0,0
65,174,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8107386,22.72287328,2,3,0,0,0,0,1,3,2,1,2,2,1,2,1,1,1,3,2,1,0,0,0,0
65,175,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8415137,22.71894321,2,3,2,3,3,1,1,2,2,2,2,2,1,2,5,1,5,2,1,3,0,0,0,0
66,176,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8347666,22.72548099,5,3,2,3,2,1,0,0,0,0,0,0,4,1,3,1,5,2,1,1,0,0,0,0
66,177,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8365922,22.76627214,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0
67,178,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8209245,22.77698156,3,1,2,1,3,3,1,3,2,1,2,3,2,1,2,2,1,3,0,0,0,0,0,0
67,179,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8219726,22.77735725,1,1,3,3,4,3,0,0,0,0,0,0,4,2,0,0,4,1,2,1,1,3,1,3
68,180,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8996887,22.73128702,5,2,2,3,0,0,0,0,0,0,0,0,2,1,1,2,1,3,1,2,2,2,0,0
68,181,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8721031,22.77639592,4,1,3,2,1,1,1,2,2,1,2,2,5,3,3,1,4,1,1,1,2,3,2,3
69,182,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9142846,22.52869198,5,1,1,2,5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2
69,183,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9166726,22.52259246,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,3,1,1,1,2,2,2
70,184,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0587619,22.52703475,0,0,0,0,0,0,1,1,2,3,2,2,0,0,0,0,0,0,1,2,1,2,1,3
70,185,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0420823,22.5260357,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
71,186,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0396144,22.52683266,2,3,2,2,4,1,2,3,2,3,2,1,2,2,5,2,0,0,0,0,0,0,0,0
71,187,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0553674,22.56932114,3,3,3,2,3,2,0,0,0,0,0,0,5,1,1,1,3,2,0,0,0,0,0,0
72,188,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1034216,22.55359773,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
72,189,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1131635,22.54080651,3,2,4,2,0,0,0,0,0,0,0,0,1,2,5,2,5,2,0,0,0,0,0,0
73,190,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1129034,22.54504988,4,1,2,3,3,2,1,3,1,1,0,0,5,1,4,1,4,3,2,2,1,1,0,0
73,191,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1282363,22.54902959,1,3,4,3,5,1,2,1,1,2,0,0,1,3,0,0,2,1,1,1,2,2,2,3
74,192,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1165329,22.5522795,1,2,0,0,0,0,2,2,0,0,0,0,1,1,2,3,1,2,0,0,0,0,0,0
74,193,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1238771,22.57156129,0,0,0,0,0,0,2,2,1,2,1,2,1,1,2,2,3,3,2,2,2,1,1,3
75,194,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1358967,22.56824967,2,2,2,1,1,3,1,2,2,2,2,1,1,2,4,2,0,0,1,3,0,0,0,0
75,195,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1031884,22.61489448,0,0,0,0,0,0,2,1,0,0,0,0,4,3,2,2,1,1,1,2,1,1,0,0
76,196,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0111339,22.74579779,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,3,5,2,2,2,1,1,2,3
76,197,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8745155,22.57794726,0,0,0,0,0,0,1,2,0,0,0,0,3,1,3,2,3,3,0,0,0,0,0,0
77,198,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8565122,22.58513842,1,3,1,3,1,2,1,3,1,2,2,3,0,0,0,0,0,0,1,3,1,1,0,0
77,199,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9254477,22.68233552,5,1,1,1,0,0,1,2,1,1,2,3,1,2,5,2,4,3,0,0,0,0,0,0
78,200,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8183072,22.67555706,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,3,1,3,0,0,0,0
78,201,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8294926,22.77605198,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2
79,202,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0319532,22.52625385,5,3,5,3,1,1,0,0,0,0,0,0,4,1,4,2,1,3,1,3,0,0,0,0
79,203,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1363793,22.55641637,1,1,3,2,3,3,1,3,2,3,1,1,2,3,0,0,0,0,1,2,1,1,2,3
80,204,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1256593,22.55711282,3,2,3,1,1,3,0,0,0,0,0,0,2,3,2,3,1,2,2,2,0,0,0,0
80,205,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0563229,22.64388028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,2
81,206,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0312202,22.67516474,5,3,5,1,5,3,2,1,1,3,0,0,5,1,5,3,1,1,2,2,2,2,0,0
81,207,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8953067,22.48545968,2,2,5,3,2,1,2,1,1,3,2,3,3,3,5,3,3,1,2,1,2,3,2,3
82,208,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0665768,22.51979943,2,3,4,1,1,2,2,3,1,1,2,3,1,2,5,2,1,2,0,0,0,0,0,0
82,209,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0363975,22.57228122,0,0,0,0,0,0,1,3,2,3,2,3,1,2,1,1,3,2,2,3,1,2,2,3
83,210,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0237941,22.60102673,2,2,1,1,2,2,2,3,0,0,0,0,1,1,4,3,5,1,0,0,0,0,0,0
83,211,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2365236,22.58810713,2,2,1,3,0,0,2,1,0,0,0,0,5,3,4,2,4,3,1,1,2,3,2,2
84,212,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9433599,22.77011474,1,2,3,2,3,2,0,0,0,0,0,0,5,1,2,2,3,3,1,3,1,1,1,3
84,213,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8875857,22.49076602,3,1,0,0,0,0,2,3,2,3,0,0,2,1,4,3,2,3,0,0,0,0,0,0
85,214,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9240269,22.48217037,4,3,0,0,0,0,2,3,1,1,0,0,3,3,4,1,2,3,0,0,0,0,0,0
85,215,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9621245,22.54681796,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,3,2,0,0,0,0,0,0
86,216,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0178593,22.5575223,4,2,1,2,5,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
86,217,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9633945,22.57023489,1,2,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3
87,218,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1260941,22.57110438,4,1,4,1,5,2,0,0,0,0,0,0,3,2,1,2,1,2,1,2,2,2,0,0
87,219,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0646213,22.69077496,0,0,0,0,0,0,1,1,0,0,0,0,5,3,1,3,3,1,2,2,1,3,0,0
88,220,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0136501,22.6753403,2,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,2,2,1,3,2,1,2,3
88,221,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.3021619,22.59713807,5,3,5,2,5,2,0,0,0,0,0,0,5,2,1,3,2,2,1,2,0,0,0,0
89,222,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.4136533,22.62927317,2,3,5,2,0,0,1,1,2,1,2,2,0,0,0,0,0,0,1,3,1,3,0,0
89,223,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.3184147,22.67755491,5,2,1,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,224,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2457927,22.71076303,4,2,5,3,0,0,0,0,0,0,0,0,5,3,4,2,4,3,0,0,0,0,0,0
90,225,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8488247,22.61528135,5,2,0,0,0,0,2,3,1,2,2,1,0,0,0,0,0,0,2,1,2,1,0,0
91,226,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9101184,22.66013986,4,2,3,1,1,2,2,2,2,1,1,1,1,2,5,3,4,2,2,1,2,2,0,0
91,227,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8387162,22.6868096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
92,228,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9334791,22.49288787,1,3,1,1,1,3,2,2,0,0,0,0,1,1,0,0,3,3,2,1,1,1,2,2
92,229,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9114708,22.50905464,0,0,0,0,0,0,1,1,2,3,0,0,2,2,4,3,5,2,0,0,0,0,0,0
93,230,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9367327,22.50231231,5,2,5,3,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,231,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9113472,22.53336493,4,2,0,0,0,0,1,2,2,1,2,1,2,3,5,1,3,2,0,0,0,0,0,0
94,232,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0885324,22.5406077,3,2,1,2,4,3,1,1,1,1,1,3,1,1,1,3,4,1,2,2,1,3,0,0
94,233,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0824115,22.5387521,2,3,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,2,0,0,0,0,0,0
95,234,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0403313,22.51237193,2,2,1,3,0,0,1,2,1,2,0,0,5,1,2,2,4,1,0,0,0,0,0,0
95,235,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.013636,22.54014443,2,3,3,3,3,1,2,2,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0
96,236,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0018929,22.53809848,3,3,5,2,5,3,2,3,2,3,1,1,5,2,3,2,2,2,1,1,1,2,0,0
96,237,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0609475,22.56083134,1,1,2,3,2,1,0,0,0,0,0,0,1,2,1,2,3,1,0,0,0,0,0,0
97,238,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0531883,22.56284048,2,3,4,3,1,1,2,3,0,0,0,0,1,2,4,1,5,1,2,3,2,2,0,0
97,239,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0476635,22.57049274,4,1,2,3,1,2,2,1,0,0,0,0,3,1,1,3,2,1,1,1,2,1,0,0
98,240,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0571629,22.61951878,0,0,0,0,0,0,1,3,0,0,0,0,1,1,2,3,3,1,2,2,2,2,2,3
98,241,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1020086,22.55168613,3,2,1,1,0,0,2,2,2,1,1,2,4,3,2,3,0,0,2,3,0,0,0,0
99,242,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0888063,22.55399438,2,1,5,2,2,3,0,0,0,0,0,0,3,2,4,1,5,3,1,3,0,0,0,0
99,243,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1180468,22.54206211,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,1,3,2,2,0,0,0,0
100,244,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1157602,22.56400417,1,2,0,0,0,0,0,0,0,0,0,0,4,2,5,3,0,0,0,0,0,0,0,0
100,245,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1222791,22.57617283,5,2,5,3,1,2,2,2,0,0,0,0,5,1,3,1,0,0,0,0,0,0,0,0
101,246,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0894393,22.56290656,0,0,0,0,0,0,2,1,1,2,1,1,2,1,5,2,0,0,0,0,0,0,0,0
101,247,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1401384,22.61120062,2,3,2,3,5,3,0,0,0,0,0,0,5,1,4,1,1,1,2,3,1,1,0,0
102,248,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1197687,22.62633015,4,2,4,3,0,0,2,1,0,0,0,0,3,3,1,2,1,2,1,3,1,2,0,0
102,249,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.126973,22.69419729,1,2,2,2,2,3,2,3,1,2,2,2,0,0,0,0,0,0,2,3,2,2,2,3
103,250,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0199251,22.63042303,5,1,0,0,0,0,2,3,1,3,2,3,4,1,1,2,0,0,0,0,0,0,0,0
103,251,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0188888,22.64670022,1,2,1,2,4,1,1,1,1,3,1,2,0,0,0,0,0,0,2,3,1,1,0,0
104,252,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.037148,22.62550439,0,0,0,0,0,0,1,2,1,1,0,0,2,1,2,3,5,3,1,3,0,0,0,0
104,253,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0709623,22.62817986,2,2,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2
105,254,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0317398,22.64655164,3,1,1,1,4,2,2,3,0,0,0,0,3,1,4,2,4,1,2,1,2,2,1,3
